Month,Category,Exports,Imports,Balance
8/1/2005,Animal & vegetable oils & fats,33,69,-36
9/1/2005,Animal & vegetable oils & fats,28,69,-41
10/1/2005,Animal & vegetable oils & fats,33,69,-36
11/1/2005,Animal & vegetable oils & fats,30,60,-30
12/1/2005,Animal & vegetable oils & fats,28,67,-39
1/1/2006,Animal & vegetable oils & fats,34,69,-35
2/1/2006,Animal & vegetable oils & fats,41,77,-36
3/1/2006,Animal & vegetable oils & fats,42,60,-18
4/1/2006,Animal & vegetable oils & fats,36,73,-37
5/1/2006,Animal & vegetable oils & fats,36,63,-27
6/1/2006,Animal & vegetable oils & fats,30,71,-41
7/1/2006,Animal & vegetable oils & fats,53,69,-16
8/1/2006,Animal & vegetable oils & fats,36,68,-32
9/1/2006,Animal & vegetable oils & fats,38,71,-33
10/1/2006,Animal & vegetable oils & fats,31,73,-42
11/1/2006,Animal & vegetable oils & fats,39,80,-41
12/1/2006,Animal & vegetable oils & fats,35,72,-37
1/1/2007,Animal & vegetable oils & fats,35,77,-42
2/1/2007,Animal & vegetable oils & fats,37,82,-45
3/1/2007,Animal & vegetable oils & fats,35,93,-58
4/1/2007,Animal & vegetable oils & fats,41,86,-45
5/1/2007,Animal & vegetable oils & fats,35,82,-47
6/1/2007,Animal & vegetable oils & fats,43,73,-30
7/1/2007,Animal & vegetable oils & fats,35,75,-40
8/1/2007,Animal & vegetable oils & fats,36,82,-46
9/1/2007,Animal & vegetable oils & fats,61,73,-12
10/1/2007,Animal & vegetable oils & fats,39,84,-45
11/1/2007,Animal & vegetable oils & fats,48,95,-47
12/1/2007,Animal & vegetable oils & fats,41,78,-37
1/1/2008,Animal & vegetable oils & fats,44,62,-18
2/1/2008,Animal & vegetable oils & fats,39,75,-36
3/1/2008,Animal & vegetable oils & fats,30,83,-53
4/1/2008,Animal & vegetable oils & fats,39,98,-59
5/1/2008,Animal & vegetable oils & fats,37,96,-59
6/1/2008,Animal & vegetable oils & fats,39,93,-54
7/1/2008,Animal & vegetable oils & fats,33,109,-76
8/1/2008,Animal & vegetable oils & fats,28,126,-98
9/1/2008,Animal & vegetable oils & fats,25,96,-71
10/1/2008,Animal & vegetable oils & fats,33,104,-71
11/1/2008,Animal & vegetable oils & fats,21,100,-79
12/1/2008,Animal & vegetable oils & fats,21,90,-69
1/1/2009,Animal & vegetable oils & fats,58,88,-30
2/1/2009,Animal & vegetable oils & fats,57,80,-23
3/1/2009,Animal & vegetable oils & fats,56,85,-29
4/1/2009,Animal & vegetable oils & fats,59,73,-14
5/1/2009,Animal & vegetable oils & fats,28,82,-54
6/1/2009,Animal & vegetable oils & fats,24,81,-57
7/1/2009,Animal & vegetable oils & fats,25,77,-52
8/1/2009,Animal & vegetable oils & fats,21,66,-45
9/1/2009,Animal & vegetable oils & fats,24,67,-43
10/1/2009,Animal & vegetable oils & fats,31,81,-50
11/1/2009,Animal & vegetable oils & fats,22,64,-42
12/1/2009,Animal & vegetable oils & fats,25,72,-47
1/1/2010,Animal & vegetable oils & fats,15,72,-57
2/1/2010,Animal & vegetable oils & fats,38,57,-19
3/1/2010,Animal & vegetable oils & fats,40,63,-23
4/1/2010,Animal & vegetable oils & fats,43,64,-21
5/1/2010,Animal & vegetable oils & fats,53,66,-13
6/1/2010,Animal & vegetable oils & fats,37,73,-36
7/1/2010,Animal & vegetable oils & fats,35,58,-23
8/1/2010,Animal & vegetable oils & fats,37,80,-43
9/1/2010,Animal & vegetable oils & fats,45,86,-41
10/1/2010,Animal & vegetable oils & fats,39,80,-41
11/1/2010,Animal & vegetable oils & fats,36,79,-43
12/1/2010,Animal & vegetable oils & fats,42,83,-41
1/1/2011,Animal & vegetable oils & fats,30,76,-46
2/1/2011,Animal & vegetable oils & fats,40,80,-40
3/1/2011,Animal & vegetable oils & fats,42,76,-34
4/1/2011,Animal & vegetable oils & fats,24,65,-41
5/1/2011,Animal & vegetable oils & fats,29,76,-47
6/1/2011,Animal & vegetable oils & fats,26,107,-81
7/1/2011,Animal & vegetable oils & fats,26,83,-57
8/1/2011,Animal & vegetable oils & fats,31,72,-41
9/1/2011,Animal & vegetable oils & fats,23,67,-44
10/1/2011,Animal & vegetable oils & fats,24,78,-54
11/1/2011,Animal & vegetable oils & fats,24,72,-48
12/1/2011,Animal & vegetable oils & fats,19,75,-56
1/1/2012,Animal & vegetable oils & fats,27,80,-53
2/1/2012,Animal & vegetable oils & fats,27,77,-50
3/1/2012,Animal & vegetable oils & fats,28,86,-58
4/1/2012,Animal & vegetable oils & fats,25,78,-53
5/1/2012,Animal & vegetable oils & fats,27,75,-48
6/1/2012,Animal & vegetable oils & fats,38,64,-26
7/1/2012,Animal & vegetable oils & fats,25,84,-59
8/1/2012,Animal & vegetable oils & fats,40,58,-18
9/1/2012,Animal & vegetable oils & fats,39,65,-26
10/1/2012,Animal & vegetable oils & fats,41,73,-32
11/1/2012,Animal & vegetable oils & fats,37,73,-36
12/1/2012,Animal & vegetable oils & fats,28,70,-42
1/1/2013,Animal & vegetable oils & fats,30,64,-34
2/1/2013,Animal & vegetable oils & fats,37,71,-34
3/1/2013,Animal & vegetable oils & fats,33,66,-33
4/1/2013,Animal & vegetable oils & fats,34,87,-53
5/1/2013,Animal & vegetable oils & fats,38,60,-22
6/1/2013,Animal & vegetable oils & fats,36,64,-28
7/1/2013,Animal & vegetable oils & fats,24,73,-49
8/1/2013,Animal & vegetable oils & fats,31,84,-53
9/1/2013,Animal & vegetable oils & fats,32,85,-53
10/1/2013,Animal & vegetable oils & fats,37,88,-51
11/1/2013,Animal & vegetable oils & fats,31,70,-39
12/1/2013,Animal & vegetable oils & fats,35,78,-43
1/1/2014,Animal & vegetable oils & fats,36,71,-35
2/1/2014,Animal & vegetable oils & fats,33,82,-49
3/1/2014,Animal & vegetable oils & fats,41,64,-23
4/1/2014,Animal & vegetable oils & fats,30,65,-35
5/1/2014,Animal & vegetable oils & fats,32,67,-35
6/1/2014,Animal & vegetable oils & fats,31,70,-39
7/1/2014,Animal & vegetable oils & fats,28,65,-37
8/1/2014,Animal & vegetable oils & fats,32,57,-25
9/1/2014,Animal & vegetable oils & fats,43,57,-14
10/1/2014,Animal & vegetable oils & fats,34,59,-25
11/1/2014,Animal & vegetable oils & fats,31,68,-37
12/1/2014,Animal & vegetable oils & fats,34,61,-27
1/1/2015,Animal & vegetable oils & fats,36,52,-16
2/1/2015,Animal & vegetable oils & fats,39,62,-23
3/1/2015,Animal & vegetable oils & fats,37,59,-22
4/1/2015,Animal & vegetable oils & fats,39,65,-26
5/1/2015,Animal & vegetable oils & fats,28,56,-28
6/1/2015,Animal & vegetable oils & fats,33,57,-24
7/1/2015,Animal & vegetable oils & fats,38,68,-30
8/1/2015,Animal & vegetable oils & fats,34,60,-26
9/1/2015,Animal & vegetable oils & fats,44,66,-22
10/1/2015,Animal & vegetable oils & fats,31,65,-34
11/1/2015,Animal & vegetable oils & fats,34,69,-35
12/1/2015,Animal & vegetable oils & fats,36,68,-32
1/1/2016,Animal & vegetable oils & fats,30,77,-47
2/1/2016,Animal & vegetable oils & fats,33,62,-29
3/1/2016,Animal & vegetable oils & fats,30,67,-37
4/1/2016,Animal & vegetable oils & fats,34,75,-41
5/1/2016,Animal & vegetable oils & fats,30,65,-35
6/1/2016,Animal & vegetable oils & fats,32,61,-29
7/1/2016,Animal & vegetable oils & fats,29,52,-23
8/1/2016,Animal & vegetable oils & fats,25,80,-55
9/1/2016,Animal & vegetable oils & fats,32,67,-35
10/1/2016,Animal & vegetable oils & fats,30,64,-34
11/1/2016,Animal & vegetable oils & fats,31,67,-36
12/1/2016,Animal & vegetable oils & fats,30,64,-34
1/1/2017,Animal & vegetable oils & fats,33,59,-26
2/1/2017,Animal & vegetable oils & fats,30,71,-41
3/1/2017,Animal & vegetable oils & fats,32,75,-43
4/1/2017,Animal & vegetable oils & fats,38,70,-32
5/1/2017,Animal & vegetable oils & fats,34,75,-41
6/1/2017,Animal & vegetable oils & fats,37,85,-48
7/1/2017,Animal & vegetable oils & fats,36,79,-43
8/1/2017,Animal & vegetable oils & fats,44,136,-92
9/1/2017,Animal & vegetable oils & fats,31,67,-36
10/1/2017,Animal & vegetable oils & fats,39,77,-38
11/1/2017,Animal & vegetable oils & fats,41,77,-36
12/1/2017,Animal & vegetable oils & fats,37,79,-42
1/1/2018,Animal & vegetable oils & fats,37,76,-39
2/1/2018,Animal & vegetable oils & fats,30,96,-66
3/1/2018,Animal & vegetable oils & fats,41,69,-28
4/1/2018,Animal & vegetable oils & fats,33,68,-35
5/1/2018,Animal & vegetable oils & fats,44,76,-32
6/1/2018,Animal & vegetable oils & fats,38,73,-35
7/1/2018,Animal & vegetable oils & fats,48,72,-24
8/1/2018,Animal & vegetable oils & fats,39,79,-40
9/1/2018,Animal & vegetable oils & fats,29,75,-46
10/1/2018,Animal & vegetable oils & fats,42,74,-32
11/1/2018,Animal & vegetable oils & fats,45,60,-15
12/1/2018,Animal & vegetable oils & fats,44,63,-19
1/1/2019,Animal & vegetable oils & fats,40,71,-31
2/1/2019,Animal & vegetable oils & fats,40,66,-26
3/1/2019,Animal & vegetable oils & fats,38,70,-32
4/1/2019,Animal & vegetable oils & fats,44,72,-28
5/1/2019,Animal & vegetable oils & fats,24,61,-37
6/1/2019,Animal & vegetable oils & fats,44,73,-29
7/1/2019,Animal & vegetable oils & fats,32,60,-28
8/1/2019,Animal & vegetable oils & fats,36,60,-24
9/1/2019,Animal & vegetable oils & fats,35,66,-31
10/1/2019,Animal & vegetable oils & fats,47,76,-29
11/1/2019,Animal & vegetable oils & fats,34,60,-26
12/1/2019,Animal & vegetable oils & fats,33,66,-33
1/1/2020,Animal & vegetable oils & fats,40,62,-22
2/1/2020,Animal & vegetable oils & fats,37,57,-20
3/1/2020,Animal & vegetable oils & fats,40,63,-23
4/1/2020,Animal & vegetable oils & fats,35,66,-31
5/1/2020,Animal & vegetable oils & fats,37,57,-20
6/1/2020,Animal & vegetable oils & fats,39,63,-24
7/1/2020,Animal & vegetable oils & fats,35,72,-37
8/1/2020,Animal & vegetable oils & fats,36,65,-29
9/1/2020,Animal & vegetable oils & fats,36,62,-26
10/1/2020,Animal & vegetable oils & fats,34,64,-30
11/1/2020,Animal & vegetable oils & fats,29,59,-30
12/1/2020,Animal & vegetable oils & fats,40,62,-22
1/1/2021,Animal & vegetable oils & fats,17,48,-31
1/1/1997,Chemicals,1371,1502,-131
2/1/1997,Chemicals,1367,1520,-153
3/1/1997,Chemicals,1306,1494,-188
4/1/1997,Chemicals,1352,1497,-145
5/1/1997,Chemicals,1330,1553,-223
6/1/1997,Chemicals,1411,1491,-80
7/1/1997,Chemicals,1404,1524,-120
8/1/1997,Chemicals,1342,1456,-114
9/1/1997,Chemicals,1374,1528,-154
10/1/1997,Chemicals,1388,1550,-162
11/1/1997,Chemicals,1403,1550,-147
12/1/1997,Chemicals,1410,1553,-143
1/1/1998,Chemicals,1411,1504,-93
2/1/1998,Chemicals,1497,1620,-123
3/1/1998,Chemicals,1403,1511,-108
4/1/1998,Chemicals,1445,1602,-157
5/1/1998,Chemicals,1458,1577,-119
6/1/1998,Chemicals,1457,1592,-135
7/1/1998,Chemicals,1441,1581,-140
8/1/1998,Chemicals,1448,1590,-142
9/1/1998,Chemicals,1403,1537,-134
10/1/1998,Chemicals,1440,1586,-146
11/1/1998,Chemicals,1419,1551,-132
12/1/1998,Chemicals,1427,1565,-138
1/1/1999,Chemicals,1454,1661,-207
2/1/1999,Chemicals,1401,1599,-198
3/1/1999,Chemicals,1489,1602,-113
4/1/1999,Chemicals,1500,1654,-154
5/1/1999,Chemicals,1443,1715,-272
6/1/1999,Chemicals,1485,1689,-204
7/1/1999,Chemicals,1523,1709,-186
8/1/1999,Chemicals,1595,1769,-174
9/1/1999,Chemicals,1581,1833,-252
10/1/1999,Chemicals,1575,1719,-144
11/1/1999,Chemicals,1554,1818,-264
12/1/1999,Chemicals,1629,1818,-189
1/1/2000,Chemicals,1589,1801,-212
2/1/2000,Chemicals,1538,1719,-181
3/1/2000,Chemicals,1564,1834,-270
4/1/2000,Chemicals,1626,1792,-166
5/1/2000,Chemicals,1611,1803,-192
6/1/2000,Chemicals,1621,1814,-193
7/1/2000,Chemicals,1663,1871,-208
8/1/2000,Chemicals,1702,1872,-170
9/1/2000,Chemicals,1719,1898,-179
10/1/2000,Chemicals,1791,1896,-105
11/1/2000,Chemicals,1658,1963,-305
12/1/2000,Chemicals,1786,1939,-153
1/1/2001,Chemicals,1812,1843,-31
2/1/2001,Chemicals,1792,1869,-77
3/1/2001,Chemicals,1810,1918,-108
4/1/2001,Chemicals,1793,1980,-187
5/1/2001,Chemicals,1800,2088,-288
6/1/2001,Chemicals,1814,2078,-264
7/1/2001,Chemicals,1788,1985,-197
8/1/2001,Chemicals,1798,2086,-288
9/1/2001,Chemicals,1750,2071,-321
10/1/2001,Chemicals,1673,2133,-460
11/1/2001,Chemicals,1871,2088,-217
12/1/2001,Chemicals,1826,2167,-341
1/1/2002,Chemicals,1861,2253,-392
2/1/2002,Chemicals,1940,2233,-293
3/1/2002,Chemicals,1865,2226,-361
4/1/2002,Chemicals,1741,2203,-462
5/1/2002,Chemicals,1945,2307,-362
6/1/2002,Chemicals,1763,2206,-443
7/1/2002,Chemicals,1903,2333,-430
8/1/2002,Chemicals,1836,2228,-392
9/1/2002,Chemicals,1992,2297,-305
10/1/2002,Chemicals,1894,2348,-454
11/1/2002,Chemicals,1974,2340,-366
12/1/2002,Chemicals,1905,2243,-338
1/1/2003,Chemicals,1957,2360,-403
2/1/2003,Chemicals,2026,2434,-408
3/1/2003,Chemicals,1965,2345,-380
4/1/2003,Chemicals,1966,2387,-421
5/1/2003,Chemicals,2005,2292,-287
6/1/2003,Chemicals,2008,2395,-387
7/1/2003,Chemicals,1961,2428,-467
8/1/2003,Chemicals,1975,2426,-451
9/1/2003,Chemicals,2008,2419,-411
10/1/2003,Chemicals,2016,2415,-399
11/1/2003,Chemicals,1981,2499,-518
12/1/2003,Chemicals,1957,2495,-538
1/1/2004,Chemicals,1993,2500,-507
2/1/2004,Chemicals,2035,2374,-339
3/1/2004,Chemicals,2089,2537,-448
4/1/2004,Chemicals,2089,2468,-379
5/1/2004,Chemicals,2030,2613,-583
6/1/2004,Chemicals,2185,2536,-351
7/1/2004,Chemicals,2082,2449,-367
8/1/2004,Chemicals,2049,2484,-435
9/1/2004,Chemicals,2065,2494,-429
10/1/2004,Chemicals,2110,2738,-628
11/1/2004,Chemicals,2226,2510,-284
12/1/2004,Chemicals,2184,2475,-291
1/1/2005,Chemicals,2086,2354,-268
2/1/2005,Chemicals,2190,2621,-431
3/1/2005,Chemicals,2090,2535,-445
4/1/2005,Chemicals,2233,2591,-358
5/1/2005,Chemicals,2102,2562,-460
6/1/2005,Chemicals,2267,2674,-407
7/1/2005,Chemicals,2180,2581,-401
8/1/2005,Chemicals,2352,2497,-145
9/1/2005,Chemicals,2184,2477,-293
10/1/2005,Chemicals,2279,2506,-227
11/1/2005,Chemicals,2290,2596,-306
12/1/2005,Chemicals,2300,2537,-237
1/1/2006,Chemicals,2347,2751,-404
2/1/2006,Chemicals,2233,2494,-261
3/1/2006,Chemicals,2364,2524,-160
4/1/2006,Chemicals,2349,2547,-198
5/1/2006,Chemicals,2396,2552,-156
6/1/2006,Chemicals,2248,2497,-249
7/1/2006,Chemicals,2302,2520,-218
8/1/2006,Chemicals,2410,2613,-203
9/1/2006,Chemicals,2364,2555,-191
10/1/2006,Chemicals,2415,2633,-218
11/1/2006,Chemicals,2357,2642,-285
12/1/2006,Chemicals,2526,2630,-104
1/1/2007,Chemicals,2353,2662,-309
2/1/2007,Chemicals,2328,2697,-369
3/1/2007,Chemicals,2443,2784,-341
4/1/2007,Chemicals,2352,2734,-382
5/1/2007,Chemicals,2505,2792,-287
6/1/2007,Chemicals,2362,2660,-298
7/1/2007,Chemicals,2374,2921,-547
8/1/2007,Chemicals,2523,2856,-333
9/1/2007,Chemicals,2332,2848,-516
10/1/2007,Chemicals,2349,2791,-442
11/1/2007,Chemicals,2329,2681,-352
12/1/2007,Chemicals,2407,2820,-413
1/1/2008,Chemicals,2421,2676,-255
2/1/2008,Chemicals,2298,2766,-468
3/1/2008,Chemicals,2390,2782,-392
4/1/2008,Chemicals,2352,2777,-425
5/1/2008,Chemicals,2235,2777,-542
6/1/2008,Chemicals,2603,2878,-275
7/1/2008,Chemicals,2701,2794,-93
8/1/2008,Chemicals,2554,2692,-138
9/1/2008,Chemicals,2421,2849,-428
10/1/2008,Chemicals,2377,2706,-329
11/1/2008,Chemicals,2373,2557,-184
12/1/2008,Chemicals,2171,2783,-612
1/1/2009,Chemicals,2501,2743,-242
2/1/2009,Chemicals,2373,2820,-447
3/1/2009,Chemicals,2142,2695,-553
4/1/2009,Chemicals,2381,2990,-609
5/1/2009,Chemicals,2225,2776,-551
6/1/2009,Chemicals,2415,2851,-436
7/1/2009,Chemicals,2365,2634,-269
8/1/2009,Chemicals,2318,2713,-395
9/1/2009,Chemicals,2518,2951,-433
10/1/2009,Chemicals,2402,3029,-627
11/1/2009,Chemicals,2322,2901,-579
12/1/2009,Chemicals,2349,2766,-417
1/1/2010,Chemicals,2362,2889,-527
2/1/2010,Chemicals,2511,2712,-201
3/1/2010,Chemicals,2483,2944,-461
4/1/2010,Chemicals,2416,2935,-519
5/1/2010,Chemicals,2450,2925,-475
6/1/2010,Chemicals,2459,2836,-377
7/1/2010,Chemicals,2279,2986,-707
8/1/2010,Chemicals,2384,3035,-651
9/1/2010,Chemicals,2405,2728,-323
10/1/2010,Chemicals,2308,3118,-810
11/1/2010,Chemicals,2497,2835,-338
12/1/2010,Chemicals,2362,2942,-580
1/1/2011,Chemicals,2565,3097,-532
2/1/2011,Chemicals,2407,2942,-535
3/1/2011,Chemicals,2399,2900,-501
4/1/2011,Chemicals,2506,2724,-218
5/1/2011,Chemicals,2498,2918,-420
6/1/2011,Chemicals,2304,2732,-428
7/1/2011,Chemicals,2629,3186,-557
8/1/2011,Chemicals,2520,2906,-386
9/1/2011,Chemicals,2358,2972,-614
10/1/2011,Chemicals,2567,2879,-312
11/1/2011,Chemicals,2496,3172,-676
12/1/2011,Chemicals,2504,2912,-408
1/1/2012,Chemicals,2395,3142,-747
2/1/2012,Chemicals,2459,2958,-499
3/1/2012,Chemicals,2747,3064,-317
4/1/2012,Chemicals,2300,3207,-907
5/1/2012,Chemicals,2489,3004,-515
6/1/2012,Chemicals,2281,3126,-845
7/1/2012,Chemicals,2538,2907,-369
8/1/2012,Chemicals,2275,3390,-1115
9/1/2012,Chemicals,2493,3203,-710
10/1/2012,Chemicals,2581,2965,-384
11/1/2012,Chemicals,2909,3163,-254
12/1/2012,Chemicals,2373,2855,-482
1/1/2013,Chemicals,2283,2981,-698
2/1/2013,Chemicals,2259,2961,-702
3/1/2013,Chemicals,2355,3072,-717
4/1/2013,Chemicals,2207,2982,-775
5/1/2013,Chemicals,2509,2999,-490
6/1/2013,Chemicals,2538,3210,-672
7/1/2013,Chemicals,2346,3093,-747
8/1/2013,Chemicals,2434,3107,-673
9/1/2013,Chemicals,2418,3178,-760
10/1/2013,Chemicals,2411,3127,-716
11/1/2013,Chemicals,2433,3160,-727
12/1/2013,Chemicals,2509,3280,-771
1/1/2014,Chemicals,2416,3085,-669
2/1/2014,Chemicals,2443,3242,-799
3/1/2014,Chemicals,2512,3392,-880
4/1/2014,Chemicals,2392,3568,-1176
5/1/2014,Chemicals,2398,3379,-981
6/1/2014,Chemicals,2362,3271,-909
7/1/2014,Chemicals,2478,3571,-1093
8/1/2014,Chemicals,2511,3306,-795
9/1/2014,Chemicals,2329,3216,-887
10/1/2014,Chemicals,2400,3396,-996
11/1/2014,Chemicals,2440,3361,-921
12/1/2014,Chemicals,2512,3536,-1024
1/1/2015,Chemicals,2341,3380,-1039
2/1/2015,Chemicals,2485,3440,-955
3/1/2015,Chemicals,2377,3404,-1027
4/1/2015,Chemicals,2357,3225,-868
5/1/2015,Chemicals,2301,3525,-1224
6/1/2015,Chemicals,2397,3441,-1044
7/1/2015,Chemicals,2424,3327,-903
8/1/2015,Chemicals,2564,3272,-708
9/1/2015,Chemicals,2474,3339,-865
10/1/2015,Chemicals,2439,3566,-1127
11/1/2015,Chemicals,2493,3426,-933
12/1/2015,Chemicals,2322,3392,-1070
1/1/2016,Chemicals,2366,3679,-1313
2/1/2016,Chemicals,2671,3533,-862
3/1/2016,Chemicals,2413,3182,-769
4/1/2016,Chemicals,2498,3480,-982
5/1/2016,Chemicals,2411,3384,-973
6/1/2016,Chemicals,2446,3567,-1121
7/1/2016,Chemicals,2432,3689,-1257
8/1/2016,Chemicals,2495,3635,-1140
9/1/2016,Chemicals,2503,3576,-1073
10/1/2016,Chemicals,2396,3371,-975
11/1/2016,Chemicals,2458,3788,-1330
12/1/2016,Chemicals,2604,3645,-1041
1/1/2017,Chemicals,2624,3773,-1149
2/1/2017,Chemicals,2516,3553,-1037
3/1/2017,Chemicals,2762,4025,-1263
4/1/2017,Chemicals,2722,3958,-1236
5/1/2017,Chemicals,2645,4027,-1382
6/1/2017,Chemicals,2718,3674,-956
7/1/2017,Chemicals,2540,3626,-1086
8/1/2017,Chemicals,2540,3869,-1329
9/1/2017,Chemicals,2624,3962,-1338
10/1/2017,Chemicals,2609,3892,-1283
11/1/2017,Chemicals,2607,3560,-953
12/1/2017,Chemicals,2606,3859,-1253
1/1/2018,Chemicals,2751,3734,-983
2/1/2018,Chemicals,2578,3611,-1033
3/1/2018,Chemicals,2514,3385,-871
4/1/2018,Chemicals,2465,3515,-1050
5/1/2018,Chemicals,2460,3583,-1123
6/1/2018,Chemicals,2410,3748,-1338
7/1/2018,Chemicals,2493,3608,-1115
8/1/2018,Chemicals,2444,3774,-1330
9/1/2018,Chemicals,2346,3578,-1232
10/1/2018,Chemicals,2525,3699,-1174
11/1/2018,Chemicals,2289,3755,-1466
12/1/2018,Chemicals,2458,3617,-1159
1/1/2019,Chemicals,2436,4063,-1627
2/1/2019,Chemicals,2487,4351,-1864
3/1/2019,Chemicals,3017,5207,-2190
4/1/2019,Chemicals,1952,3066,-1114
5/1/2019,Chemicals,2058,3257,-1199
6/1/2019,Chemicals,2114,3363,-1249
7/1/2019,Chemicals,2366,3609,-1243
8/1/2019,Chemicals,2179,3411,-1232
9/1/2019,Chemicals,2185,3491,-1306
10/1/2019,Chemicals,2402,4050,-1648
11/1/2019,Chemicals,2019,3209,-1190
12/1/2019,Chemicals,2486,3267,-781
1/1/2020,Chemicals,2081,3268,-1187
2/1/2020,Chemicals,2224,3010,-786
3/1/2020,Chemicals,2184,3419,-1235
4/1/2020,Chemicals,2558,3221,-663
5/1/2020,Chemicals,2585,3158,-573
6/1/2020,Chemicals,2134,2968,-834
7/1/2020,Chemicals,2100,3128,-1028
8/1/2020,Chemicals,2225,3160,-935
9/1/2020,Chemicals,2225,3088,-863
10/1/2020,Chemicals,2542,3544,-1002
11/1/2020,Chemicals,2625,4377,-1752
12/1/2020,Chemicals,2761,4227,-1466
1/1/2021,Chemicals,1125,2774,-1649
1/1/1997,Material manufactures,1890,1861,29
2/1/1997,Material manufactures,1894,1831,63
3/1/1997,Material manufactures,1892,1820,72
4/1/1997,Material manufactures,2023,1820,203
5/1/1997,Material manufactures,1896,1786,110
6/1/1997,Material manufactures,1808,1872,-64
7/1/1997,Material manufactures,1836,1776,60
8/1/1997,Material manufactures,1802,1770,32
9/1/1997,Material manufactures,1740,1834,-94
10/1/1997,Material manufactures,2022,1851,171
11/1/1997,Material manufactures,1839,1927,-88
12/1/1997,Material manufactures,1826,1843,-17
1/1/1998,Material manufactures,1866,1856,10
2/1/1998,Material manufactures,1847,1959,-112
3/1/1998,Material manufactures,1806,1938,-132
4/1/1998,Material manufactures,1836,1925,-89
5/1/1998,Material manufactures,1669,1940,-271
6/1/1998,Material manufactures,1809,1959,-150
7/1/1998,Material manufactures,1831,1920,-89
8/1/1998,Material manufactures,1838,1936,-98
9/1/1998,Material manufactures,1848,1893,-45
10/1/1998,Material manufactures,1791,1895,-104
11/1/1998,Material manufactures,1759,1901,-142
12/1/1998,Material manufactures,1712,1854,-142
1/1/1999,Material manufactures,1713,1801,-88
2/1/1999,Material manufactures,1717,1802,-85
3/1/1999,Material manufactures,1800,1845,-45
4/1/1999,Material manufactures,1576,1838,-262
5/1/1999,Material manufactures,1775,1842,-67
6/1/1999,Material manufactures,1763,1916,-153
7/1/1999,Material manufactures,1839,1891,-52
8/1/1999,Material manufactures,1826,1898,-72
9/1/1999,Material manufactures,1894,1906,-12
10/1/1999,Material manufactures,1736,1893,-157
11/1/1999,Material manufactures,1869,1827,42
12/1/1999,Material manufactures,1897,1924,-27
1/1/2000,Material manufactures,1935,1920,15
2/1/2000,Material manufactures,1862,1865,-3
3/1/2000,Material manufactures,1965,1817,148
4/1/2000,Material manufactures,1756,1805,-49
5/1/2000,Material manufactures,1948,1791,157
6/1/2000,Material manufactures,1895,1774,121
7/1/2000,Material manufactures,1867,1804,63
8/1/2000,Material manufactures,1930,1840,90
9/1/2000,Material manufactures,1848,1742,106
10/1/2000,Material manufactures,1845,1830,15
11/1/2000,Material manufactures,1893,1876,17
12/1/2000,Material manufactures,1915,1877,38
1/1/2001,Material manufactures,1985,1925,60
2/1/2001,Material manufactures,1997,1951,46
3/1/2001,Material manufactures,1949,1944,5
4/1/2001,Material manufactures,1894,1968,-74
5/1/2001,Material manufactures,1888,1951,-63
6/1/2001,Material manufactures,1912,1904,8
7/1/2001,Material manufactures,1812,1957,-145
8/1/2001,Material manufactures,1751,1939,-188
9/1/2001,Material manufactures,1832,2024,-192
10/1/2001,Material manufactures,1779,1984,-205
11/1/2001,Material manufactures,1756,1957,-201
12/1/2001,Material manufactures,1715,1883,-168
1/1/2002,Material manufactures,1717,1945,-228
2/1/2002,Material manufactures,1873,1968,-95
3/1/2002,Material manufactures,1883,2152,-269
4/1/2002,Material manufactures,1875,1979,-104
5/1/2002,Material manufactures,1901,2051,-150
6/1/2002,Material manufactures,1838,2050,-212
7/1/2002,Material manufactures,1863,2063,-200
8/1/2002,Material manufactures,1871,2082,-211
9/1/2002,Material manufactures,1847,2100,-253
10/1/2002,Material manufactures,1820,2140,-320
11/1/2002,Material manufactures,1790,2129,-339
12/1/2002,Material manufactures,1855,2122,-267
1/1/2003,Material manufactures,1760,2150,-390
2/1/2003,Material manufactures,1770,2144,-374
3/1/2003,Material manufactures,1733,2163,-430
4/1/2003,Material manufactures,1845,2184,-339
5/1/2003,Material manufactures,1727,2151,-424
6/1/2003,Material manufactures,1776,2179,-403
7/1/2003,Material manufactures,1766,2208,-442
8/1/2003,Material manufactures,1780,2164,-384
9/1/2003,Material manufactures,1746,2135,-389
10/1/2003,Material manufactures,1882,2167,-285
11/1/2003,Material manufactures,1898,2248,-350
12/1/2003,Material manufactures,1903,2181,-278
1/1/2004,Material manufactures,1894,2234,-340
2/1/2004,Material manufactures,1907,2226,-319
3/1/2004,Material manufactures,1895,2196,-301
4/1/2004,Material manufactures,1921,2219,-298
5/1/2004,Material manufactures,1765,2188,-423
6/1/2004,Material manufactures,1911,2215,-304
7/1/2004,Material manufactures,1918,2217,-299
8/1/2004,Material manufactures,1866,2232,-366
9/1/2004,Material manufactures,1894,2194,-300
10/1/2004,Material manufactures,1902,2228,-326
11/1/2004,Material manufactures,1794,2148,-354
12/1/2004,Material manufactures,1843,2234,-391
1/1/2005,Material manufactures,1869,2206,-337
2/1/2005,Material manufactures,1808,2274,-466
3/1/2005,Material manufactures,1849,2250,-401
4/1/2005,Material manufactures,1677,2285,-608
5/1/2005,Material manufactures,1753,2150,-397
6/1/2005,Material manufactures,1813,2085,-272
7/1/2005,Material manufactures,1797,2009,-212
